Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Twentyten,Twentyeleven,Twentytwelve,Twentythirteen,Twentyfourteen,Twentyfifteen,Twentysixteen,Twentyseventeen,Twentyeighteen,Twentynineteen
Malaysia,1353.97,1411.59,1454.79,1512.58,1545.41,1616.53,1695.97,1716.47,1808.11,1851.3,1915.87,2058.9,2200.12,2400.67,2539.37,2498.45,2718.84,2855.97,2968.82,3165.05,3317.27,3463.23,3583.58,3718.16,3908.42,3767.51,3708.5,3788.12,4042.13,4280.95,4536.97,4838.51,5134.59,5503,5861.75,6277.61,6731.4,7041.67,6360.66,6588.2,7007.04,6890.36,7112.06,7374.34,7720.83,7974.25,8255.29,8605.02,8850.01,8559.23,9040.57,9372.01,9743.1,10061.72,10524.07,10912.15,11244,11728.98,12120.08,12478.21
North America,17616.47,17719.99,18508.42,19039.09,19856.81,20854.26,21941.04,22232.28,23054.38,23529.46,23177.55,23616.82,24597.2,25759.22,25467.59,25196,26305.72,27211.76,28367.45,28962.39,28671.43,29131.26,28287.52,29257.33,31063.29,32088.27,32851.51,33690.73,34774.92,35637.67,35830.34,35253.76,35915.78,36426.14,37451.4,38007.95,38916.89,40163.87,41431.88,42891.73,44205.54,44219.48,44631.15,45550.86,46849.81,48111.21,49064.97,49734.74,49247.08,47547.4,48374.09,48833.13,49527.8,50099.32,50962.05,51936.61,52323.91,53165.32,54341.29,55257.39
Namibia,,,,,,,,,,,,,,,,,,,,,4216.05,4165.58,4058.28,3890.88,3779.31,3683.19,3728.75,3720.62,3611.29,3547.11,3501.27,3675.63,3834.51,3681.38,3658.67,3717.16,3753.89,3832.46,3881.79,3939.28,4007.07,3989.58,4117.74,4229.29,4676.96,4719.61,4968.85,5144.03,5185.04,5106.3,5318.01,5490.74,5668.57,5883.04,6112.52,6274.75,6142.67,6013.29,5942.38,5766
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,822.95,836.29,896.06,952.47,926.43,962.37,931.59,906.49,884.5,812.72,814.4,837.02,772.09,622.97,659,622.79,609.36,638.01,703.29,732.04,695.35,679.76,671.21,621.19,502.01,525.4,542.89,527.73,547.73,536.37,513.23,496.27,489.8,475.64,467.54,462.02,447.88,438.87,465.38,448.7,428.24,442.35,446.71,441.24,426.68,440.39,448.94,445.8,462.64,453.63,473.3,466.07,495.76,503.3,515.83,517.86,526.6,532.09,548.04,558.39
Nigeria,1367.58,1342.69,1369.06,1455.46,1495.33,1535.18,1438.64,1186.11,1145.82,1391.59,1700.28,1897.78,1915.86,1970.51,2134.94,1969.15,2086.39,2146.85,1962.68,2034,2059.99,1741.72,1581.56,1373.54,1324.3,1367.12,1332.8,1339.81,1400.73,1390.8,1515.01,1482.22,1512.25,1444.85,1383.69,1348.68,1370.73,1376.3,1377.09,1350.98,1383.67,1429.2,1607.24,1682.1,1791.26,1857.93,1919.72,1993.1,2072.27,2179.99,2292.45,2350.34,2384.95,2476.86,2563.9,2563.15,2456.31,2412.37,2395.97,2386.87
Nicaragua,1505.65,1568.43,1686.13,1812.85,1964.12,2086.83,2091.42,2170.67,2134.42,2199.9,2162.75,2166.85,2148.01,2216.54,2454.19,2375.84,2423.52,2546.71,2276.63,1624.44,1650.38,1689.93,1630.05,1659.81,1591.99,1489.65,1440.25,1398.42,1198.01,1151.98,1126.41,1099.48,1079.21,1051.37,1063.46,1103.77,1151.67,1176,1199.04,1262.73,1294.23,1312.85,1304.01,1318.49,1369.68,1408.97,1447.49,1500.21,1530.57,1460.06,1503.87,1577.49,1657.65,1716.39,1775.03,1836.01,1895.21,1957.87,1857.06,1763.22
Netherlands,16386.55,16220.22,17085.14,17467.27,18661.35,19997.87,20279.61,21109.81,22232.15,23389.14,24519.61,25275.76,25905.69,27090.99,27803.83,27557.65,28560.62,29106.88,29708.33,30098.22,30261.69,29819.28,29314.56,29808.11,30599.04,31242.52,31935.52,32346.37,33244,34505.8,35702.55,36286.31,36627.41,36830.42,37693.05,38676.07,39844.98,41356.45,43019.19,44885.09,46435.21,47158.42,46960.18,46811.89,47575.48,48437.88,50033.88,51808.77,52727.52,50533.51,50950.03,51499.6,50780.7,50565.3,51100.84,51871.58,52727.1,53942.09,55020.98,55689.99
Norway,23167.44,24426.01,24912.39,25660.58,26743.3,27938.82,28766.15,30311.15,30736.68,31860.61,32244.65,33835.57,35367.69,36713.17,37917.48,39576.19,41685.69,43236.99,44738.87,46536.3,48504.46,49110.43,49045.54,50825.49,53749.75,56565.02,58641.98,59391.57,58922.11,59288.64,60226.72,61789.41,63629.69,65051.8,67952.43,70409.72,73575.99,77045.3,78597.92,79632.82,81653.34,82926.77,83673.64,83941.37,86759.14,88432.62,89828.43,91565.73,90862.4,88174.16,87693.79,87413.18,88604.57,88444.89,89175.5,90029.36,90195.96,91549.04,92119.52,92556.32
Nepal,265.96,266.76,267.53,268.19,283.6,275.36,289.48,279.66,276.19,282.89,284.41,275.33,278.07,270.95,281.99,279.93,285.87,288.01,294.01,294.22,280.9,297.38,301.52,285.79,306.29,317.77,324.93,323.24,340.45,347.02,354.26,367.11,371.97,375.89,396.12,399.7,411.19,422.49,426.31,436.56,455.28,469.17,462.55,473.98,489.57,500.21,510.65,521.74,547.7,567.91,592.4,612.03,642.52,670.84,711.3,732,729.66,779.2,817.78,859.02
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3962.91,3984.23,4234.73,3262.15,3967.32,4307.08,4754.08,5202.44,5668.5,7032.92,8126.06,8006.85,7928.03,7572.79,8143.33,8222.94
New Zealand,,,,,,,,,,,19988.52,20437.59,21107.24,22312.63,23161.86,22322.25,22331.12,21385.4,21446.64,22002.63,22257.23,23204.06,23188.22,23673.9,24594.84,24838.12,25516.55,25543.13,25382.81,25302.02,25107.88,23659.53,23670.62,24897.96,25826.94,26653.33,27183.81,27379.27,27354.01,28693.92,29354.51,30192.96,31060.02,31838.62,32632.44,33337.54,33871.08,34587,33941.44,33554.76,33700.13,34233.02,34808.34,35449.96,36184.57,36792.45,37353.06,37725.12,38763.59,38992.97
OECD members,11265.5,11614.42,12116.32,12612.34,13267.93,13810.29,14471.65,14978.33,15765.14,16462.56,16665.49,17095.15,17825.11,18719.03,18716.18,18554.68,19252.61,19776.72,20441.18,21051.87,21149.84,21402.17,21286.63,21708.16,22526.61,23184.92,23699.61,24347.96,25271.53,26022.14,26594.04,26706.21,27001.56,27089.95,27692.53,28209.31,28846.15,29609.67,30219.13,30952.66,31958.93,32170.56,32426.01,32849.54,33661,34367.08,35170.11,35859.84,35678.18,34208.8,34983.49,35452.07,35686.26,35994.57,36489.53,37129.65,37522.93,38226.55,38845.35,39277.09
Oman,,,,,,2286.59,2341.93,3785.92,6688.73,8151.96,8988.1,8764.7,9285.99,7660.56,8186.73,9723.94,11147.6,10679.87,9737.73,9610.06,9638.14,10669.24,11262.15,12454.01,13824.46,15052.49,14736.57,13714.06,14027.57,15109.13,14498.18,14716.1,15234.26,15462.32,15491.08,15852.97,16099.37,16971.26,17403.44,17358.29,18190.44,18782.31,18258.2,17388.78,17185.99,17152.94,17587.61,17842.53,18647.27,18925.58,18756.98,17353.04,17633.14,17100.18,16425.73,16226.71,16225.85,15630.49,15367.47,14992.61
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8084.97,8291.77,8529.87,8754.24,9378.25,9713.25,10486.29,11236.7,11757.15,11686.57,12366.34,13003.23,13179.3,13311.2,13458.66,13546.82,13591.7,13624.53,13640.61,13558.28
Pakistan,302.09,312.7,318.87,338.06,354.56,381.59,393.31,403.77,421.61,433.07,469.44,459.06,450.38,469.07,472.16,477.97,487.88,491.96,515.3,517.94,552.62,576.98,594.43,613.72,623.65,649.32,663.29,684.03,713.65,726.66,736.95,752.37,788.07,780.17,787.3,803.58,818.89,803.79,801.15,807.82,820.23,828.23,828.73,856.32,899.95,936.85,969.62,993.55,987.85,993.38,987.41,992.88,1006.07,1028.44,1054.23,1081.29,1117.52,1155.36,1197.91,1185.46
Panama,2139.41,2303.8,2420.46,2549.87,2584.76,2739.23,2861.65,3017.3,3135.93,3304.35,3434.73,3659.5,3720.79,3812.69,3800.65,3764.7,3728.57,3674.15,3934.14,4011.95,4428.7,4723.08,4861.04,4537.46,4556.33,4676.21,4737.79,4552.22,3859.43,3837.3,4061.59,4352.26,4612.62,4765.08,4801.31,4786.36,4880.75,5091.18,5355.36,5454.86,5493.64,5419.11,5435.17,5558.1,5865.94,6172.87,6585.46,7242.25,7814.54,7772.39,8082.03,8841.56,9541.06,10027.35,10357.5,10765.91,11107.22,11530.07,11755.11,11910.16
Peru,2659.53,2775.23,2967.7,3008.59,3115.18,3198.15,3365.54,3398.96,3310.95,3333.77,3352.03,3410.49,3433.41,3550.59,3780.11,3838.48,3792.28,3707.27,3517.33,3569.24,3687.8,3797.8,3698.65,3235.62,3274.5,3265.41,3492.4,3746.71,3318.84,2848.19,2650.21,2654.79,2589.34,2673.74,2947.03,3107.11,3135.41,3277.96,3208.22,3203.71,3242.58,3221.3,3359.16,3464.4,3603,3796.2,4047.75,4356.74,4716.2,4729.74,5082.35,5360.23,5642.58,5919.21,5996.5,6114.23,6262.37,6314.29,6453.56,6486.63
Philippines,1100.02,1123.68,1138.89,1180,1182.12,1206.07,1221.74,1249.16,1273.26,1294.58,1305.15,1336.94,1369.85,1450.01,1459.66,1498.28,1585.64,1629.08,1667.13,1713.71,1753.32,1764.35,1778.84,1763.36,1590.34,1434.79,1444.44,1467.03,1525.31,1578.46,1585.55,1537.64,1505.69,1501.21,1530.61,1565.41,1619.38,1665.36,1619.36,1633.1,1668.72,1683.32,1709.56,1760.04,1838.93,1893.7,1958.93,2051.23,2105.11,2100.66,2217.47,2264.39,2379.67,2497.69,2612.86,2735.19,2886.9,3042.69,3190.78,3337.68
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9277.22,9728.47,9936.06,9570.44,10017.21,10469.04,10439.72,10790.88,10435.53,10006.57,10219.93,10844.02,11109.43,10973.47,11440.39,12565.22,12622.45,12121.64,12260.22,
Papua New Guinea,1012.44,1055.74,1102.26,1125.23,1197.43,1293.19,1339.15,1362.99,1390.38,1470.99,1592.81,1653.62,1705.87,1774.05,1776.47,1717.72,1618.34,1590.94,1683.14,1669.89,1588.89,1542.66,1506.87,1514.06,1469.05,1488.47,1519.07,1522.58,1528.85,1471.15,1393.19,1490.76,1658.38,1915.55,1982.66,1872.12,1968.63,1845.78,1733.22,1723.87,1643.08,1606.2,1571.04,1572.86,1582.39,1646.34,1695.73,1784.85,1736.79,1811.13,1949.35,1928.29,1976.1,2010.23,2237,2400.5,2448.86,2485.53,2418.54,2505.13
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5947.45,5510.62,5631.91,5827.6,6123.11,6539.9,6930.72,7373.59,7711.1,8069.73,8526.25,8635.04,8815.42,9135.63,9610.42,9950.51,10572.08,11322,11801.55,12126.15,12599.53,13224.57,13437.24,13632.5,14095.43,14646.32,15101.56,15845.25,16692.85,17386.88
Puerto Rico,5831.72,6133.85,6507.18,6917.09,7261.87,7808.23,8294.67,8742,9138.26,9912.75,10611.39,11106.29,11670.35,12145.56,12242.55,11940.2,12477.87,13028.47,13750.27,14656.39,15097.66,15098.83,14705.51,14215.01,14908.95,15221.41,15826.47,16582.43,17396.88,17986.62,17320.81,17595.04,18279.72,18968.3,19579.59,20282.04,20519.81,21322.12,22372.42,23460.46,24161.17,25631.63,25833.2,25830.83,28084.94,27566.64,27293.45,27134.52,26790.84,26411.42,26435.75,26647.39,26979.67,27206.88,27325.66,27518.77,27702.08,27561.05,27362.43,27684.46
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,4500.74,4711.76,4987.3,5258.97,5587.75,6029.64,6323.02,6843.33,7482.65,7710.21,8759.97,9380.53,10148.09,11281.26,11252.13,10361.57,10765.95,11249.05,11441.7,11958.01,12372.28,12463.94,12652.5,12572.13,12288.43,12598.91,13108.7,13948.98,15009.22,15999.24,16667.58,17435.8,17639.47,17257.92,17377.61,18059.22,18621.91,19354.83,20183.15,20853.33,21497.5,21761.33,21809.32,21525.42,21858.12,21988.19,22305.24,22819.5,22859.37,22124.58,22498.69,22149.63,21337.29,21256.76,21540.99,22018.01,22533.63,23380.69,24035.75,24590.43
Paraguay,1364.33,1420.74,1429.51,1457.85,1479.61,1529.84,1519.43,1614.99,1644.22,1677.67,1726.93,1778.65,1851.84,1940.56,2053.48,2141.19,2245.52,2440.65,2663.84,2901.01,3152.7,3345.81,3205.18,3018.27,3014.01,3060.41,3121.61,3264.54,3362.65,3499.05,3547.55,3577.52,3547.63,3632.45,3734.96,3897.29,3868.9,3943.9,3861.79,3729.8,3570.35,3471.93,3406.23,3489.68,3569.45,3587.05,3702.82,3848.12,4037.05,3972.63,4355.93,4479.4,4394.54,4699.49,4861.29,4944.19,5089.61,5272.58,5379.58,5310.36
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.37,1941.38,1878.93,2060.17,2296.05,2423.45,2160.18,1909.63,1628.97,1810.43,1947.28,2103.13,1970.11,2046.97,2112.48,2235.05,2354.13,2580.37,2675.68,2670.13,2603.52,2631.81,2694.52,2724.41,2680.32,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,2554.34,2428.72,2357.8,2465.99,2364.02,2472.27,2345.84,2336.72,2420.43,2485.64,2448.5,2532.76,2561.61,2639.94,2697.7,2737.27,2666.96,2688.32,2786.02,2734.54,2737.48,2760.43,2785.42,2862.52,2892.42,2928.23,2923.08,2935.43,2859.42,2905.02,2980.38,2977.8,3028.08,3100.17,3184.96,3241.53,3320.63,3358.5,3369.81
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60837.54,60892.1,62632.31,61063.26,65885.06,61649.39,65819.98,65183.53,65046.86,63218.84,67403.16,69679.09,67623.8,66360.59,65560.38,65137.06,64303.19,63632.6,63260.56,62021.07
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379.07,4725.06,4349.93,4422.45,4603.02,4899.86,5106.02,4872.43,4783.42,4772.89,4896.7,5224.61,5624.6,5797.95,6439.15,6781.49,7369.49,8020.19,8913.98,8492.62,8209.92,8416,8629.14,8965.65,9306.24,9712.08,10236.9,11029.25,11586.48,12131.42
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9883.4,9570.81,9061.76,7737.48,7070.54,6183.9,5928.96,5714.63,5804.21,5505.7,5876.2,6491.07,6851.11,7206.19,7767.41,8360.25,8929.3,9693.2,10535.13,11087.82,10219.89,10675,11125.34,11553.58,11731.38,11608.76,11355.24,11356.4,11550.53,11844.44,12011.53
Rwanda,352.83,330.6,361.48,320.47,275.31,288.12,300.32,311.77,323.34,347.76,357.44,351.09,341.79,343.28,337.82,320.6,371.11,366.37,386.81,418.3,440.31,448.92,442.47,453.6,418.77,419.85,422.42,401.38,401.2,390.65,380.65,381.82,427.26,420.1,220.54,303.32,331.93,353.96,355.27,344.03,352.5,368.59,407.52,410.16,434.44,466.6,498.21,522.91,565.97,585.46,612.34,644.76,683.46,698.38,723.23,767.6,792.62,802.75,848.8,904.74
South Asia,331.9,338.34,342.16,352.94,371.88,359.91,355.33,369.93,377.35,390.83,403.79,398,383.06,388.4,387.92,407,407.06,423.25,438.26,414.57,431.2,447.75,453.67,473.14,481.33,495.66,507.71,516.98,549.02,566.39,584.08,582.04,602.01,615.3,639.15,669.79,701.58,714,739.66,782.44,799.08,819.76,834.45,880.34,930.94,985.16,1044.16,1103.29,1121.83,1184.31,1257.5,1304.01,1357.61,1421.65,1501.81,1594.06,1696.95,1790.92,1877.57,1945.37
Saudi Arabia,,,,,,,,,14252.62,14540.82,22133.9,25518.72,29935.8,35405.04,39152.08,33902.42,37981.32,38669.52,34789.68,36843.93,36703.14,35165.53,26158.19,20622.72,18525.13,15818.84,17604.06,15695.18,17017.15,16287.18,18105.91,20154.17,20339.37,19519.2,19142.06,18745.96,18841.03,18682.59,18857.63,17778.41,18352.03,17669.12,16696.41,18034.72,18901.01,19381.85,19367.58,19187.81,19832.65,18883.2,19262.55,20553.91,21006.64,20929.5,21087.35,21399.1,21270.47,20693.94,20819.74,20542.16
Sudan,876.36,853.72,888.6,840.08,808,838.88,786.17,774.67,767.1,755.09,776.27,770.14,709.18,691.98,747.3,837.38,945.51,971.68,883.98,811.72,796.52,826.89,846.57,835.34,768.2,698.24,715.16,794.91,771.8,819.35,754.84,790.82,821.3,836.77,823.31,849.89,876.45,943.25,957.43,960.38,993.44,1028.98,1064.98,1115.72,1127.11,1178.23,1261.29,1368.35,1435.51,1443.09,1401.48,1591.57,1745.1,1778.61,1782.74,1825.72,1866.22,1900.09,1812.12,1724.09
Senegal,1361.7,1364.79,1326.09,1314.02,1327.47,1307.66,1307.47,1255.01,1295.92,1176.05,1239.51,1201.08,1239.51,1135.7,1149.74,1203.11,1277.39,1213.34,1137.88,1187.91,1118.94,1143.45,1197.81,1100.52,1107.58,1109.67,1110.02,1142.54,1101.98,1111.79,1071.59,1066.5,1048.05,1031.14,1002.41,1028.33,1022.81,1029.58,1065.01,1106.46,1115.16,1138.55,1118.41,1163.98,1201.7,1237.21,1235.13,1262.32,1278.77,1270.56,1280.23,1263.45,1291.62,1291.42,1338.72,1384.52,1431.76,1495.34,1547.09,1584.47
Singapore,3503.41,3663.86,3833.01,4112.59,3884.13,4087.88,4393.41,4834.99,5395.19,6049.81,6786.94,7490.82,8332.49,9045.33,9440.27,9673.85,10254.18,10806.09,11506.47,12447.68,13533.67,14293.52,14651.35,15699.49,16760.04,16632.9,16872.2,18414.99,19975.79,21368.43,22571.89,23406.04,24221.41,26323.43,28341.66,29473.43,30413.92,31856.61,30116.54,31586.97,33850.75,32597.64,33565.97,35609.67,38619.87,40498.71,42785.58,44742.41,43216.26,41983.07,47236.96,49194.36,50143.78,51724.98,53068.36,54009.74,55042.73,57378.86,59073.49,58829.64
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.61,1338.33,1466.05,1481.65,1572.59,1654.54,1634.5,1566.56,1550.86,1501.51,1252.74,1122.11,1061.91,1101.63,1126.55,1158.86,1210.62,1270.05,1329.96,1237.87,1290.4,1423.83,1449.76,1453.59,1446.44,1443.76,1451.01,1465.33,1482.61,1483.99
Sierra Leone,372.71,373.86,384.88,385.27,404.4,426.25,426.13,418.86,419.69,447.13,476.56,483.59,478.35,479.32,485.96,483.82,471.49,461.6,462.45,472.72,484.64,487.72,500.07,478.78,486.59,448.9,441.53,459.22,414.54,407.97,415.26,422.2,342,348.2,342.94,315.94,320.83,300.39,302.53,291.17,302.26,272.99,330.4,344.83,351.82,353.89,357.22,375.67,386.65,390.13,401.84,417.6,470.3,555.21,567.83,441.14,457.83,466.95,472.83,488.48
El Salvador,,,,,,2357.62,2455.4,2517.49,2528.62,2547.1,2554.21,2584.52,2673.66,2735.07,2812.9,2829.33,2907.25,3039.28,3137.26,2949.84,2557.25,2253.07,2079.41,2081.59,2080.79,2065.73,2042.53,2066.93,2078.77,2071.6,2143.06,2145.72,2264.89,2364.32,2443.4,2528.78,2521.98,2575.53,2620.42,2655.47,2665.72,2671.38,2697.62,2725.16,2735.87,2796.79,2905.16,2946.41,3009.37,2934.19,2983.24,3083.8,3156.72,3212.74,3252.63,3314.74,3382.56,3441.36,3507.1,3572.4
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53525.13,56925.32,61379.21,61992.94,64627.45,63993.08,65570.86,67658.16,68391.47,70111.92,74189.64,72918.14,64581.67,60239.34,54476.98,49939.01,48865.62,47940.69,48649.15,49479.44,49524.38,49935.99,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064.03,3259.2,3503.9,3634.72,3304.11,3517.94,3766.4,4010.4,4195.29,4584.73,4852.84,5120.81,5472.71,5806.89,5670.96,5735.42,5898.6,5886.89,6086.73,6018.17,6155.45,6394.46,6560.32,6885.99,7213.18
Sub-Saharan Africa (excluding high income),1123.5,1113.44,1151.01,1194.75,1228.83,1258.82,1246.82,1209.17,1214.78,1290.26,1382.77,1447.43,1446.6,1468.43,1541.89,1498.09,1533.27,1526.03,1478,1495.29,1512.85,1463.46,1405.83,1332.25,1327.66,1312.74,1295.88,1292.91,1312.91,1308.22,1302.12,1271.29,1232.41,1188.54,1170.5,1178.54,1206.24,1216.63,1213,1207.42,1216.63,1235.84,1281.03,1300.91,1349.63,1396.02,1442.87,1496.56,1534.47,1539.02,1578.63,1608.92,1627.74,1663.39,1694.33,1695.97,1671.1,1668.37,1663.75,1657.36
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.23,1514.03,1535.71,1416.43,742.34,820.23,831.85,730.93,,,,
Sub-Saharan Africa,1125.11,1114.97,1152.59,1196.41,1230.53,1260.53,1248.61,1210.94,1216.61,1292.16,1384.84,1449.71,1448.96,1470.91,1544.5,1500.7,1536.09,1529.1,1481.53,1498.99,1515.5,1466.38,1409.1,1335.61,1331.21,1316.72,1300.39,1297.9,1318.23,1313.81,1308.15,1277.56,1239.15,1195.64,1177.76,1185.92,1213.87,1224.64,1221.44,1215.88,1225.62,1244.85,1289.87,1309.99,1358.79,1405.1,1452.21,1506.26,1544.38,1549,1588.82,1619.34,1638.25,1674.01,1705.1,1706.92,1682.29,1679.77,1675.35,1669.16
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7098.68,7261.16,7365.41,7579.29,7750.35,7972.59,8222.01,8735.83,9037.81,9717.05,10319.83,10723.61,10595.78,11122.8,11617.6,11769.58,11883.16,12005.6,12096.22,12106.22,12135.19,12172.55,12125.53
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.23,848.51,886.45,900.53,941.54,1000.62,1004.48,1056.1,1052.47,1094.71,1117.14,1128.51,1160.16,1213.16,1235.85,1263.37,1287.81,1297.36,1303.61
Suriname,3335.04,3400.1,3439.95,3538.82,3670.9,4003.09,4641.56,5060.98,5309.83,5441.56,5522.32,5717.41,5703.64,5646.9,5720.4,5920.53,6464.44,7129.67,7590.89,7530.23,6854.18,7328.1,7005.21,6706.81,6535.06,6595.15,6550.15,6032.83,6372.21,6502.66,6086.15,6131.87,6044.44,5542.29,5637.55,5551.48,5527.4,5765.95,5825.83,5675.72,5726.44,5896.47,5990.47,6293.39,6748.98,6971,7289.76,7574.15,7797.34,7940.38,8255.8,8639.95,8772.96,8930.55,8856.57,8464.65,7912.62,7972.91,8103.65,7966.68
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7704.68,7821.26,8273.94,8731.84,9290.19,9822.56,10209.23,10188.02,10320.83,10676.17,11161.66,11783.2,12407.75,13228.27,14351.11,15900.99,16773.06,15836.88,16727.29,17184.26,17480.27,17578.64,18044.96,18897.1,19273.48,19829.82,20574.03,21039.3
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15526.04,14135.23,13382.55,13795.9,14547.7,15141.93,15636.7,16448.43,17024.92,17920,18523.17,19088.89,19733.6,20305.52,21177.1,21943.36,23130.38,24606.93,25430.35,23299.2,23509.54,23662.83,22989.93,22722.44,23328.48,23826.13,24551.93,25721.86,26684.21,27152.13
Sweden,18050.12,18985.95,19685.7,20618,21860.45,22483.09,22735.8,23321.33,24034.43,25061.59,26656.78,26724.07,27255.06,28287.73,29107.85,29732.57,29938.1,29355.76,29783.1,30859.36,31320.32,31425.06,31799.27,32388.99,33728.23,34400.02,35243.77,36304.45,37062.76,37793.71,37785.87,37099.1,36454.83,35495.04,36628.74,37870.92,38407.9,39564.56,41247.62,42965.98,44941.67,45470.86,46318.83,47212.71,49066.9,50268.18,52316.96,53716.44,53059.45,50326.22,52869.04,54147.94,53432.64,53611.1,54492.6,56339.99,56788.54,57467.25,57911.23,57975.08
Eswatini,,,,,,,,,,,1225.81,1354.33,1386.98,1468.63,1507.52,1665.6,1580.23,1546.22,1516.76,1512.93,1644.72,1821.92,1780.56,1740.34,1784.3,1788.81,1940.17,2149.19,2215.99,2424.58,2848.86,2820.66,2838.69,2858.57,2862.97,2938.89,2991.55,3027.01,3053.56,3098.8,3117.82,3125.29,3244.74,3358.31,3468.19,3660.93,3859.65,4005.48,4010.34,4044.13,4168.51,4233.58,4431.82,4571.01,4578.29,4645.88,4662.82,4711.69,4773.92,4819.42
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2829.64,2616.87,2762.65,2966.28,3064.13,2956.45,3284.39,3220.81,3381.23,3301.75,3511.85,3987.09,4137.69,4443.87,4420.57,4456.8,5078.45,4665.23,5618.91,6450.74,6120.54,5549.82,5455.59,5368.84,5577.92,6148.43,6099.42,6103.37,6408.81,7084.07,7542.56,7648.21,8158.41,8485.29,8196.09,8009.79,8281.28,9163.69,9741.36,9730.7,9790.27,9559.55,9384.15,8932.2,8709.78,9450.28,10126.29,11124.66,10645.09,10486.19,10804.68,11967.36,11999.95,12489.31,12850.49,13187.61,13606.09,14028.72,14417.06,14962.38
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21028.41,,,,,,,,,
Chad,696.95,693.13,716.04,690.79,660.38,651.73,628.07,621.35,607.1,636.32,634.78,606.76,599.41,536.15,549.81,586.35,591.59,593.14,579.19,446.21,410.71,406.14,418.31,472.46,469.96,556.9,518.7,490.83,548.89,557.33,517.08,543.55,568.6,464.15,494.83,484.58,478.86,488.9,504.95,483.85,462.25,496.97,518.77,572.63,736.83,833.56,810.04,808.63,806.08,812.71,892.57,863.76,909.31,929.47,961.38,956.66,869.06,817.53,812.02,813.72
East Asia & Pacific (IDA & IBRD countries),292.92,260.42,256.73,264.72,283.76,304.09,318.12,307.12,307.16,330.92,362.87,377.08,386.6,409.04,417.42,435.82,442.91,469.64,503.69,531.18,562.95,586.44,611.23,645.07,694.47,732.38,769.98,823.01,885.84,922.84,957.21,1017.5,1111.17,1215.76,1327.74,1438.61,1548.16,1637.31,1647.05,1729.26,1840.69,1945.97,2080.44,2243.1,2423.36,2637.4,2898.72,3226.91,3473.59,3714.36,4048.34,4359.76,4653.54,4952.48,5254.48,5562.12,5879.12,6223.31,6581.67,6925.3
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6496.82,6367.25,5994.68,5413.56,5147.43,4686.07,4669.22,4710.94,4849.25,4810.09,4926.12,5294.02,5429.56,5704.26,6055.79,6527.46,6955.8,7492.69,8046.11,8375.99,7935.74,8276.64,8713.09,8970.36,9242.88,9409.19,9486.41,9614.06,9970.11,10256.03,10435.47
